type,commodity,commodity_origin_iso2,commodity_origin_country,commodity_destination_iso2,commodity_destination_country,date,value_m3
production,natural_gas,HU,Hungary,HU,Hungary,2023-04-09,4425244.676353055
crossborder,natural_gas,RO,Romania,HU,Hungary,2023-04-09,1987302.7933630669
crossborder,natural_gas,RS,Serbia,HU,Hungary,2023-04-09,9964183.250933971
crossborder,natural_gas,GB,United Kingdom,IE,Ireland,2023-04-08,10079350.282403432
crossborder,natural_gas,CH,Switzerland,IT,Italy,2023-04-08,14250557.3846371
crossborder,natural_gas,DZ,Algeria,IT,Italy,2023-04-08,75803902.14913036
crossborder,natural_gas,GR,Greece,IT,Italy,2023-04-09,27801636.403875705
production,natural_gas,IT,Italy,IT,Italy,2023-04-08,7567663.688184713
crossborder,natural_gas,LY,Libya,IT,Italy,2023-04-08,9592909.65509666
crossborder,natural_gas,lng,LNG,IT,Italy,2023-04-08,45328216.40558723
crossborder,natural_gas,RU,Russia,LT,Lithuania,2023-04-09,5769572.7511298675
crossborder,natural_gas,lng,LNG,LT,Lithuania,2023-04-09,9455325.17802566
crossborder,natural_gas,BE,Belgium,LU,Luxembourg,2023-04-08,1751532.963571861
crossborder,natural_gas,LT,Lithuania,LV,Latvia,2023-04-09,3948625.525746054
crossborder,natural_gas,ES,Spain,MA,Morocco,2023-04-08,2467543.313253012
crossborder,natural_gas,RU,Russia,MD,Moldova,2023-04-08,7188337.450130046
crossborder,natural_gas,BG,Bulgaria,MK,Macedonia,2023-04-08,1279785.658868897
crossborder,natural_gas,BE,Belgium,NL,Netherlands,2023-04-08,35637441.347129956
crossborder,natural_gas,DE,Germany,NL,Netherlands,2023-04-08,4713322.843367786
production,natural_gas,NL,Netherlands,NL,Netherlands,2023-04-08,33286593.49435571
crossborder,natural_gas,NO,Norway,NL,Netherlands,2023-04-08,25424970.90703192
crossborder,natural_gas,GB,United Kingdom,NL,Netherlands,2023-04-08,14837801.052
crossborder,natural_gas,lng,LNG,NL,Netherlands,2023-04-08,69341279.91496845
crossborder,natural_gas,CZ,Czech Republic,PL,Poland,2023-04-09,2321063.3514903258
crossborder,natural_gas,DE,Germany,PL,Poland,2023-04-09,4027756.7235686
crossborder,natural_gas,DK,Denmark,PL,Poland,2023-04-09,14484089.958614215
crossborder,natural_gas,LT,Lithuania,PL,Poland,2023-04-09,2313352.3725353945
production,natural_gas,PL,Poland,PL,Poland,2023-04-09,6103602.8612800175
crossborder,natural_gas,lng,LNG,PL,Poland,2023-04-09,5591913.853714691
crossborder,natural_gas,lng,LNG,PT,Portugal,2023-04-09,12771088.160450192
crossborder,natural_gas,BG,Bulgaria,RO,Romania,2023-04-08,8777597.514025396
production,natural_gas,RO,Romania,RO,Romania,2023-04-08,23919603.45605521
crossborder,natural_gas,BG,Bulgaria,RS,Serbia,2023-04-08,19455609.117950376
crossborder,natural_gas,LT,Lithuania,RU,Russia,2023-04-09,5781070.356720085
crossborder,natural_gas,AT,Austria,SI,Slovenia,2023-04-08,1964446.9372780812
crossborder,natural_gas,IT,Italy,SI,Slovenia,2023-04-08,1663877.5818426549
crossborder,natural_gas,CZ,Czech Republic,SK,Slovakia,2023-04-09,2545595.3456542585
crossborder,natural_gas,HU,Hungary,SK,Slovakia,2023-04-09,1737295.2821138918
crossborder,natural_gas,RU,Russia,SK,Slovakia,2023-04-08,31870116.159508668
crossborder,natural_gas,IT,Italy,SM,San Marino,2023-04-08,46501.23654203839
crossborder,natural_gas,HU,Hungary,UA,Ukraine,2023-04-09,560897.2556585243
crossborder,natural_gas,RU,Russia,UA,Ukraine,2023-04-08,531513.3366921656
crossborder,natural_gas,RU,Russia,UA,Ukraine,2023-04-08,36906426.02462948
crossborder,natural_gas,IE,Ireland,GB,United Kingdom,2023-04-08,53019.59114139693
crossborder,natural_gas,NO,Norway,GB,United Kingdom,2023-04-08,91252482.75275116
production,natural_gas,GB,United Kingdom,GB,United Kingdom,2023-04-08,56612962.988898575
crossborder,natural_gas,lng,LNG,GB,United Kingdom,2023-04-08,77847179.81692101
crossborder,natural_gas,DE,Germany,AT,Austria,2023-04-10,15495689.625463877
crossborder,natural_gas,IT,Italy,AT,Austria,2023-04-10,3650724.112755769
crossborder,natural_gas,SK,Slovakia,AT,Austria,2023-04-10,21347183.10650815
crossborder,natural_gas,NL,Netherlands,BE,Belgium,2023-04-09,40715123.38354024
crossborder,natural_gas,NO,Norway,BE,Belgium,2023-04-09,43164872.83108576
crossborder,natural_gas,GB,United Kingdom,BE,Belgium,2023-04-09,58836798.145378664
crossborder,natural_gas,lng,LNG,BE,Belgium,2023-04-09,42035202.47047668
crossborder,natural_gas,CH,Switzerland,BG,Bulgaria,2023-04-10,3782237.312714836
crossborder,natural_gas,GR,Greece,BG,Bulgaria,2023-04-10,3782225.1395051186
crossborder,natural_gas,RU,Russia,BG,Bulgaria,2023-04-09,35497936.68225614
crossborder,natural_gas,DE,Germany,CH,Switzerland,2023-04-09,4126524.236552532
crossborder,natural_gas,FR,France,CH,Switzerland,2023-04-09,17527815.713600695
crossborder,natural_gas,IT,Italy,CH,Switzerland,2023-04-09,260342.6998254799
crossborder,natural_gas,DE,Germany,CZ,Czech Republic,2023-04-10,23807595.55103317
crossborder,natural_gas,BE,Belgium,DE,Germany,2023-04-09,73125530.44273952
production,natural_gas,DE,Germany,DE,Germany,2023-04-10,11432852.050005935
crossborder,natural_gas,DK,Denmark,DE,Germany,2023-04-10,3039914.543199315
crossborder,natural_gas,NL,Netherlands,DE,Germany,2023-04-10,75806720.58125135
crossborder,natural_gas,NO,Norway,DE,Germany,2023-04-10,111451739.4410492
crossborder,natural_gas,lng,LNG,DE,Germany,2023-04-10,24223788.75968535
crossborder,natural_gas,FI,Finland,EE,Estonia,2023-04-09,2270951.6326016188
crossborder,natural_gas,DZ,Algeria,ES,Spain,2023-04-09,18539320.89453293
production,natural_gas,ES,Spain,ES,Spain,2023-04-09,60109.8094991811
crossborder,natural_gas,PT,Portugal,ES,Spain,2023-04-10,5346542.1760306135
crossborder,natural_gas,lng,LNG,ES,Spain,2023-04-09,60404942.1294431
crossborder,natural_gas,lng,LNG,FI,Finland,2023-04-09,10548.657272727272
crossborder,natural_gas,BE,Belgium,FR,France,2023-04-09,20889268.892391987
crossborder,natural_gas,ES,Spain,FR,France,2023-04-09,18276028.799993105
crossborder,natural_gas,NO,Norway,FR,France,2023-04-09,48190385.2095782
crossborder,natural_gas,lng,LNG,FR,France,2023-04-09,50165992.88591266
crossborder,natural_gas,BG,Bulgaria,GR,Greece,2023-04-09,2434191.3137931037
crossborder,natural_gas,AZ,Azerbaijan,GR,Greece,2023-04-10,32762740.61901071
production,natural_gas,HR,Croatia,HR,Croatia,2023-04-08,1492876.3551051104
crossborder,natural_gas,SI,Slovenia,HR,Croatia,2023-04-09,1126413.9191311176
crossborder,natural_gas,lng,LNG,HR,Croatia,2023-04-08,7216779.512249243
crossborder,natural_gas,AT,Austria,HU,Hungary,2023-04-10,9061928.39767474
crossborder,natural_gas,HR,Croatia,HU,Hungary,2023-04-10,3730641.7517321096
production,natural_gas,HU,Hungary,HU,Hungary,2023-04-10,4351009.027840103
crossborder,natural_gas,RO,Romania,HU,Hungary,2023-04-10,1804269.8803439704
crossborder,natural_gas,RS,Serbia,HU,Hungary,2023-04-10,9950887.15684766
crossborder,natural_gas,GB,United Kingdom,IE,Ireland,2023-04-09,8597467.150256848
crossborder,natural_gas,CH,Switzerland,IT,Italy,2023-04-09,17426449.136664666
crossborder,natural_gas,DZ,Algeria,IT,Italy,2023-04-09,75540544.86053719
crossborder,natural_gas,GR,Greece,IT,Italy,2023-04-10,27701942.479730304
production,natural_gas,IT,Italy,IT,Italy,2023-04-09,7473774.417193977
crossborder,natural_gas,LY,Libya,IT,Italy,2023-04-09,7584164.843421052
crossborder,natural_gas,lng,LNG,IT,Italy,2023-04-09,45878995.221126
crossborder,natural_gas,RU,Russia,LT,Lithuania,2023-04-10,5521481.232665212
crossborder,natural_gas,lng,LNG,LT,Lithuania,2023-04-10,9577584.358514586
crossborder,natural_gas,BE,Belgium,LU,Luxembourg,2023-04-09,1421212.1655858192
crossborder,natural_gas,LT,Lithuania,LV,Latvia,2023-04-10,3826743.910980282
crossborder,natural_gas,ES,Spain,MA,Morocco,2023-04-09,2539468.57780448
crossborder,natural_gas,RU,Russia,MD,Moldova,2023-04-09,6242670.452871105
crossborder,natural_gas,BG,Bulgaria,MK,Macedonia,2023-04-09,1282679.8649028407
crossborder,natural_gas,BE,Belgium,NL,Netherlands,2023-04-09,36231683.40826184
crossborder,natural_gas,DE,Germany,NL,Netherlands,2023-04-09,3043395.456804479
production,natural_gas,NL,Netherlands,NL,Netherlands,2023-04-09,33990309.03867781
crossborder,natural_gas,NO,Norway,NL,Netherlands,2023-04-09,25902220.665358067
crossborder,natural_gas,GB,United Kingdom,NL,Netherlands,2023-04-09,14733523.361345986
crossborder,natural_gas,lng,LNG,NL,Netherlands,2023-04-09,68861214.07464388
crossborder,natural_gas,CZ,Czech Republic,PL,Poland,2023-04-10,2319809.597455781
crossborder,natural_gas,DE,Germany,PL,Poland,2023-04-10,3930620.152679955
crossborder,natural_gas,DK,Denmark,PL,Poland,2023-04-10,14483735.076837702
crossborder,natural_gas,LT,Lithuania,PL,Poland,2023-04-10,2173506.4568501473
production,natural_gas,PL,Poland,PL,Poland,2023-04-10,6087293.686789826
crossborder,natural_gas,lng,LNG,PL,Poland,2023-04-10,6725656.672422954
crossborder,natural_gas,lng,LNG,PT,Portugal,2023-04-10,13355908.862124909
crossborder,natural_gas,BG,Bulgaria,RO,Romania,2023-04-09,8198596.784321739
production,natural_gas,RO,Romania,RO,Romania,2023-04-09,23851434.851825465
crossborder,natural_gas,BG,Bulgaria,RS,Serbia,2023-04-09,18691688.580901653
crossborder,natural_gas,LT,Lithuania,RU,Russia,2023-04-10,4999366.5638508415
crossborder,natural_gas,AT,Austria,SI,Slovenia,2023-04-09,1632678.9616787434
crossborder,natural_gas,IT,Italy,SI,Slovenia,2023-04-09,1663673.726230168
crossborder,natural_gas,CZ,Czech Republic,SK,Slovakia,2023-04-10,2880470.8747271933
crossborder,natural_gas,HU,Hungary,SK,Slovakia,2023-04-10,1749853.945207847
crossborder,natural_gas,RU,Russia,SK,Slovakia,2023-04-09,31826433.63992002
crossborder,natural_gas,IT,Italy,SM,San Marino,2023-04-09,104814.25230029524
crossborder,natural_gas,HU,Hungary,UA,Ukraine,2023-04-10,548050.6105275783
crossborder,natural_gas,RU,Russia,UA,Ukraine,2023-04-09,528228.7779200983
crossborder,natural_gas,RU,Russia,UA,Ukraine,2023-04-09,36203275.88603616
crossborder,natural_gas,IE,Ireland,GB,United Kingdom,2023-04-09,47038.544255319146
crossborder,natural_gas,NO,Norway,GB,United Kingdom,2023-04-09,86177881.3213894
production,natural_gas,GB,United Kingdom,GB,United Kingdom,2023-04-09,58512169.86772076
crossborder,natural_gas,lng,LNG,GB,United Kingdom,2023-04-09,73903587.37205301
crossborder,natural_gas,DE,Germany,AT,Austria,2023-04-11,23937263.532432828
crossborder,natural_gas,SK,Slovakia,AT,Austria,2023-04-11,23844039.677256905
crossborder,natural_gas,FR,France,BE,Belgium,2023-04-10,1900988.873139617
crossborder,natural_gas,NL,Netherlands,BE,Belgium,2023-04-10,27907943.172671273
crossborder,natural_gas,NO,Norway,BE,Belgium,2023-04-10,43708417.92368126
crossborder,natural_gas,GB,United Kingdom,BE,Belgium,2023-04-10,58792155.16129032
crossborder,natural_gas,lng,LNG,BE,Belgium,2023-04-10,35309060.10916279
crossborder,natural_gas,CH,Switzerland,BG,Bulgaria,2023-04-11,3747281.58481604
crossborder,natural_gas,GR,Greece,BG,Bulgaria,2023-04-11,3747333.3640395766
crossborder,natural_gas,RU,Russia,BG,Bulgaria,2023-04-10,34103969.790178664
crossborder,natural_gas,DE,Germany,CH,Switzerland,2023-04-10,2860727.037037037
crossborder,natural_gas,FR,France,CH,Switzerland,2023-04-10,18373016.793118466
crossborder,natural_gas,IT,Italy,CH,Switzerland,2023-04-10,254061.62775503093
crossborder,natural_gas,DE,Germany,CZ,Czech Republic,2023-04-11,24575376.56083759
crossborder,natural_gas,BE,Belgium,DE,Germany,2023-04-10,73888240.07220092
production,natural_gas,DE,Germany,DE,Germany,2023-04-11,11673145.581003465
crossborder,natural_gas,DK,Denmark,DE,Germany,2023-04-11,8187.0927543679345
crossborder,natural_gas,NL,Netherlands,DE,Germany,2023-04-11,78449645.09289037
crossborder,natural_gas,NO,Norway,DE,Germany,2023-04-11,116848854.76693209
crossborder,natural_gas,lng,LNG,DE,Germany,2023-04-11,23647260.07190317
crossborder,natural_gas,FI,Finland,EE,Estonia,2023-04-10,2566276.0376528543
crossborder,natural_gas,DZ,Algeria,ES,Spain,2023-04-10,22227501.772593997
production,natural_gas,ES,Spain,ES,Spain,2023-04-10,60792.552000344505
crossborder,natural_gas,PT,Portugal,ES,Spain,2023-04-11,5248112.372084928
crossborder,natural_gas,lng,LNG,ES,Spain,2023-04-10,59279497.71814503
crossborder,natural_gas,lng,LNG,FI,Finland,2023-04-10,11840.744545454543
crossborder,natural_gas,BE,Belgium,FR,France,2023-04-10,8077237.2178304
crossborder,natural_gas,ES,Spain,FR,France,2023-04-10,18369494.306392416
crossborder,natural_gas,NO,Norway,FR,France,2023-04-10,49678530.57073813
crossborder,natural_gas,lng,LNG,FR,France,2023-04-10,52529199.3358641
crossborder,natural_gas,BG,Bulgaria,GR,Greece,2023-04-10,1620712.57479093
crossborder,natural_gas,AZ,Azerbaijan,GR,Greece,2023-04-11,32746675.043446407
production,natural_gas,HR,Croatia,HR,Croatia,2023-04-09,1470394.4268964434
crossborder,natural_gas,SI,Slovenia,HR,Croatia,2023-04-10,1188302.542276848
crossborder,natural_gas,lng,LNG,HR,Croatia,2023-04-09,7219086.642722825
crossborder,natural_gas,AT,Austria,HU,Hungary,2023-04-11,7624571.67136725
crossborder,natural_gas,HR,Croatia,HU,Hungary,2023-04-11,2907511.677790196
production,natural_gas,HU,Hungary,HU,Hungary,2023-04-11,4387920.4328943435
crossborder,natural_gas,RO,Romania,HU,Hungary,2023-04-11,1898513.9266406745
crossborder,natural_gas,RS,Serbia,HU,Hungary,2023-04-11,9907462.26473389
crossborder,natural_gas,GB,United Kingdom,IE,Ireland,2023-04-10,9238143.960222412
crossborder,natural_gas,AT,Austria,IT,Italy,2023-04-11,14346286.050514497
crossborder,natural_gas,CH,Switzerland,IT,Italy,2023-04-10,17714989.45228919
crossborder,natural_gas,DZ,Algeria,IT,Italy,2023-04-10,75556113.17939226
crossborder,natural_gas,GR,Greece,IT,Italy,2023-04-11,27677713.603857312
production,natural_gas,IT,Italy,IT,Italy,2023-04-10,7442151.976083699
crossborder,natural_gas,LY,Libya,IT,Italy,2023-04-10,6573037.197594804
crossborder,natural_gas,lng,LNG,IT,Italy,2023-04-10,37382901.32770633
crossborder,natural_gas,RU,Russia,LT,Lithuania,2023-04-11,5027785.536436003
crossborder,natural_gas,lng,LNG,LT,Lithuania,2023-04-11,9897945.90111803
crossborder,natural_gas,BE,Belgium,LU,Luxembourg,2023-04-10,1371663.529106479
crossborder,natural_gas,LT,Lithuania,LV,Latvia,2023-04-11,4105614.615899516
crossborder,natural_gas,ES,Spain,MA,Morocco,2023-04-10,2569493.357853743
crossborder,natural_gas,RU,Russia,MD,Moldova,2023-04-10,7000649.897012449
crossborder,natural_gas,BG,Bulgaria,MK,Macedonia,2023-04-10,1255155.4906915792
crossborder,natural_gas,BE,Belgium,NL,Netherlands,2023-04-10,36951139.40338788
crossborder,natural_gas,DE,Germany,NL,Netherlands,2023-04-10,3104488.8407487087
production,natural_gas,NL,Netherlands,NL,Netherlands,2023-04-10,33106913.505400907
crossborder,natural_gas,NO,Norway,NL,Netherlands,2023-04-10,27001671.81739879
crossborder,natural_gas,GB,United Kingdom,NL,Netherlands,2023-04-10,14682908.398366291
crossborder,natural_gas,lng,LNG,NL,Netherlands,2023-04-10,68622062.0671938
crossborder,natural_gas,CZ,Czech Republic,PL,Poland,2023-04-11,2423293.396440412
crossborder,natural_gas,DE,Germany,PL,Poland,2023-04-11,4104820.255246297
crossborder,natural_gas,DK,Denmark,PL,Poland,2023-04-11,14483657.389107725
crossborder,natural_gas,LT,Lithuania,PL,Poland,2023-04-11,2154745.6276549627
production,natural_gas,PL,Poland,PL,Poland,2023-04-11,6025346.550883507
crossborder,natural_gas,lng,LNG,PL,Poland,2023-04-11,8550737.711931968
crossborder,natural_gas,lng,LNG,PT,Portugal,2023-04-11,12660349.145309066
crossborder,natural_gas,BG,Bulgaria,RO,Romania,2023-04-10,7072003.615586447
production,natural_gas,RO,Romania,RO,Romania,2023-04-10,23805823.98891362
crossborder,natural_gas,BG,Bulgaria,RS,Serbia,2023-04-10,19164324.344582055
crossborder,natural_gas,LT,Lithuania,RU,Russia,2023-04-11,4067475.314294417
crossborder,natural_gas,AT,Austria,SI,Slovenia,2023-04-10,1938601.5554615825
crossborder,natural_gas,IT,Italy,SI,Slovenia,2023-04-10,1662825.0046024013
crossborder,natural_gas,CZ,Czech Republic,SK,Slovakia,2023-04-11,2634170.38941762
crossborder,natural_gas,HU,Hungary,SK,Slovakia,2023-04-11,1453106.3352321766
crossborder,natural_gas,RU,Russia,SK,Slovakia,2023-04-10,31813193.58062271
crossborder,natural_gas,IT,Italy,SM,San Marino,2023-04-10,110051.2723921742
crossborder,natural_gas,RU,Russia,UA,Ukraine,2023-04-10,424926.25248674967
crossborder,natural_gas,RU,Russia,UA,Ukraine,2023-04-10,36278262.53529823
crossborder,natural_gas,IE,Ireland,GB,United Kingdom,2023-04-10,56026.8227739726
crossborder,natural_gas,NO,Norway,GB,United Kingdom,2023-04-10,115246252.93444508
production,natural_gas,GB,United Kingdom,GB,United Kingdom,2023-04-10,58146226.76494318
crossborder,natural_gas,lng,LNG,GB,United Kingdom,2023-04-10,73052408.24292171
crossborder,natural_gas,DE,Germany,AT,Austria,2023-04-12,27884041.85255204
crossborder,natural_gas,SK,Slovakia,AT,Austria,2023-04-12,25055258.909532197
crossborder,natural_gas,FR,France,BE,Belgium,2023-04-11,904780.8587257616
crossborder,natural_gas,NL,Netherlands,BE,Belgium,2023-04-11,33378115.869093563
crossborder,natural_gas,NO,Norway,BE,Belgium,2023-04-11,43856311.91138366
crossborder,natural_gas,GB,United Kingdom,BE,Belgium,2023-04-11,59049285.07624328
crossborder,natural_gas,lng,LNG,BE,Belgium,2023-04-11,36249323.92453156
crossborder,natural_gas,CH,Switzerland,BG,Bulgaria,2023-04-12,3780481.354779966
crossborder,natural_gas,GR,Greece,BG,Bulgaria,2023-04-12,3780401.365071239
crossborder,natural_gas,RU,Russia,BG,Bulgaria,2023-04-11,34940369.23738073
crossborder,natural_gas,DE,Germany,CH,Switzerland,2023-04-11,5536595.01794782
crossborder,natural_gas,FR,France,CH,Switzerland,2023-04-11,22106498.102620088
crossborder,natural_gas,IT,Italy,CH,Switzerland,2023-04-11,240916.41165200731
crossborder,natural_gas,DE,Germany,CZ,Czech Republic,2023-04-12,18962672.040335126
crossborder,natural_gas,BE,Belgium,DE,Germany,2023-04-11,73717768.24162787
production,natural_gas,DE,Germany,DE,Germany,2023-04-12,12103870.202912064
crossborder,natural_gas,NL,Netherlands,DE,Germany,2023-04-12,83338738.9708165
crossborder,natural_gas,NO,Norway,DE,Germany,2023-04-12,115404839.25725922
crossborder,natural_gas,lng,LNG,DE,Germany,2023-04-12,22471462.805667773
crossborder,natural_gas,FI,Finland,EE,Estonia,2023-04-11,2570642.9748812453
crossborder,natural_gas,DZ,Algeria,ES,Spain,2023-04-11,22157669.98320558
production,natural_gas,ES,Spain,ES,Spain,2023-04-11,72933.34279814144
crossborder,natural_gas,PT,Portugal,ES,Spain,2023-04-12,5762070.821063572
crossborder,natural_gas,lng,LNG,ES,Spain,2023-04-11,62453601.77880743
crossborder,natural_gas,lng,LNG,FI,Finland,2023-04-11,9374.53818181818
crossborder,natural_gas,BE,Belgium,FR,France,2023-04-11,8087049.407873384
crossborder,natural_gas,ES,Spain,FR,France,2023-04-11,18579102.739667293
crossborder,natural_gas,NO,Norway,FR,France,2023-04-11,49583174.849999994
crossborder,natural_gas,lng,LNG,FR,France,2023-04-11,61901387.86079228
crossborder,natural_gas,BG,Bulgaria,GR,Greece,2023-04-11,2746084.845809286
crossborder,natural_gas,AZ,Azerbaijan,GR,Greece,2023-04-12,33210762.22092558
production,natural_gas,HR,Croatia,HR,Croatia,2023-04-10,1448903.322470696
crossborder,natural_gas,SI,Slovenia,HR,Croatia,2023-04-11,149394.3382673052
crossborder,natural_gas,lng,LNG,HR,Croatia,2023-04-10,7208879.66973424
crossborder,natural_gas,AT,Austria,HU,Hungary,2023-04-12,7746701.735188994
crossborder,natural_gas,HR,Croatia,HU,Hungary,2023-04-12,2673769.1198836803
production,natural_gas,HU,Hungary,HU,Hungary,2023-04-12,4510225.0914579015
crossborder,natural_gas,RO,Romania,HU,Hungary,2023-04-12,3004003.1498783827
crossborder,natural_gas,RS,Serbia,HU,Hungary,2023-04-12,15619401.02257566
crossborder,natural_gas,SK,Slovakia,HU,Hungary,2023-04-12,90.90776704759747
crossborder,natural_gas,GB,United Kingdom,IE,Ireland,2023-04-11,12242083.76660988
crossborder,natural_gas,AT,Austria,IT,Italy,2023-04-12,32521949.505895887
crossborder,natural_gas,CH,Switzerland,IT,Italy,2023-04-11,23378713.420494135
crossborder,natural_gas,DZ,Algeria,IT,Italy,2023-04-11,75487971.49681528
crossborder,natural_gas,GR,Greece,IT,Italy,2023-04-12,28194928.483826917
production,natural_gas,IT,Italy,IT,Italy,2023-04-11,7411673.369915511
crossborder,natural_gas,LY,Libya,IT,Italy,2023-04-11,8019701.340242097
crossborder,natural_gas,lng,LNG,IT,Italy,2023-04-11,37497470.850931704
crossborder,natural_gas,RU,Russia,LT,Lithuania,2023-04-12,4411385.493769643
crossborder,natural_gas,lng,LNG,LT,Lithuania,2023-04-12,9994227.866936706
crossborder,natural_gas,BE,Belgium,LU,Luxembourg,2023-04-11,1601387.8797167777
crossborder,natural_gas,LT,Lithuania,LV,Latvia,2023-04-12,4237191.043814188
crossborder,natural_gas,ES,Spain,MA,Morocco,2023-04-11,2556872.60875183
crossborder,natural_gas,RU,Russia,MD,Moldova,2023-04-11,6796782.026529897
crossborder,natural_gas,BG,Bulgaria,MK,Macedonia,2023-04-11,1253314.2688089754
crossborder,natural_gas,BE,Belgium,NL,Netherlands,2023-04-11,37263558.10916936
crossborder,natural_gas,DE,Germany,NL,Netherlands,2023-04-11,7473320.947028424
production,natural_gas,NL,Netherlands,NL,Netherlands,2023-04-11,33214476.12770743
crossborder,natural_gas,NO,Norway,NL,Netherlands,2023-04-11,27152095.21051724
crossborder,natural_gas,GB,United Kingdom,NL,Netherlands,2023-04-11,14721100.195215518
crossborder,natural_gas,lng,LNG,NL,Netherlands,2023-04-11,70007951.64210151
crossborder,natural_gas,CZ,Czech Republic,PL,Poland,2023-04-12,317.0342238519294
crossborder,natural_gas,DE,Germany,PL,Poland,2023-04-12,4270473.322383544
crossborder,natural_gas,DK,Denmark,PL,Poland,2023-04-12,14482757.463873448
crossborder,natural_gas,LT,Lithuania,PL,Poland,2023-04-12,2312666.6525056353
production,natural_gas,PL,Poland,PL,Poland,2023-04-12,5977604.525812047
crossborder,natural_gas,lng,LNG,PL,Poland,2023-04-12,9054244.413301451
crossborder,natural_gas,lng,LNG,PT,Portugal,2023-04-12,12998899.673080215
crossborder,natural_gas,BG,Bulgaria,RO,Romania,2023-04-11,7808869.429726087
production,natural_gas,RO,Romania,RO,Romania,2023-04-11,23690125.70881567
crossborder,natural_gas,BG,Bulgaria,RS,Serbia,2023-04-11,19137449.24098078
crossborder,natural_gas,LT,Lithuania,RU,Russia,2023-04-12,3935425.367069409
crossborder,natural_gas,AT,Austria,SI,Slovenia,2023-04-11,1713799.016535829
crossborder,natural_gas,IT,Italy,SI,Slovenia,2023-04-11,870567.2381874138
crossborder,natural_gas,CZ,Czech Republic,SK,Slovakia,2023-04-12,596550.4592282171
crossborder,natural_gas,HU,Hungary,SK,Slovakia,2023-04-12,1026002.4987075652
crossborder,natural_gas,RU,Russia,SK,Slovakia,2023-04-11,34117832.21447861
crossborder,natural_gas,IT,Italy,SM,San Marino,2023-04-11,71119.65998912757
crossborder,natural_gas,RU,Russia,UA,Ukraine,2023-04-11,425589.4120479555
crossborder,natural_gas,RU,Russia,UA,Ukraine,2023-04-11,39095260.757434726
crossborder,natural_gas,IE,Ireland,GB,United Kingdom,2023-04-11,75051.9847457627
crossborder,natural_gas,NO,Norway,GB,United Kingdom,2023-04-11,120826506.22856584
production,natural_gas,GB,United Kingdom,GB,United Kingdom,2023-04-11,58845922.14399283
crossborder,natural_gas,lng,LNG,GB,United Kingdom,2023-04-11,90114321.26213962
crossborder,natural_gas,DE,Germany,AT,Austria,2023-04-13,27263348.52207043
crossborder,natural_gas,SK,Slovakia,AT,Austria,2023-04-13,24795429.441171587
crossborder,natural_gas,FR,France,BE,Belgium,2023-04-12,4482818.048496855
crossborder,natural_gas,NL,Netherlands,BE,Belgium,2023-04-12,34399383.574082166
crossborder,natural_gas,NO,Norway,BE,Belgium,2023-04-12,43858183.260756865
crossborder,natural_gas,GB,United Kingdom,BE,Belgium,2023-04-12,58551572.887122005
crossborder,natural_gas,lng,LNG,BE,Belgium,2023-04-12,40434428.796856105
crossborder,natural_gas,CH,Switzerland,BG,Bulgaria,2023-04-13,3704489.759053099
crossborder,natural_gas,GR,Greece,BG,Bulgaria,2023-04-13,3704486.509594883
crossborder,natural_gas,RU,Russia,BG,Bulgaria,2023-04-12,41018140.99402328
crossborder,natural_gas,DE,Germany,CH,Switzerland,2023-04-12,11266608.795925474
crossborder,natural_gas,FR,France,CH,Switzerland,2023-04-12,21832489.630017452
crossborder,natural_gas,IT,Italy,CH,Switzerland,2023-04-12,310868.8353780562
crossborder,natural_gas,DE,Germany,CZ,Czech Republic,2023-04-13,14496334.060544092
crossborder,natural_gas,BE,Belgium,DE,Germany,2023-04-12,74086516.09521808
production,natural_gas,DE,Germany,DE,Germany,2023-04-13,11349866.585879669
crossborder,natural_gas,NL,Netherlands,DE,Germany,2023-04-13,79704279.98959868
crossborder,natural_gas,NO,Norway,DE,Germany,2023-04-13,119447988.5027238
crossborder,natural_gas,lng,LNG,DE,Germany,2023-04-13,18670454.11386464
crossborder,natural_gas,FI,Finland,EE,Estonia,2023-04-12,1647617.550659631
crossborder,natural_gas,DZ,Algeria,ES,Spain,2023-04-12,22263668.825103592
production,natural_gas,ES,Spain,ES,Spain,2023-04-12,71672.12815234174
crossborder,natural_gas,PT,Portugal,ES,Spain,2023-04-13,5835648.834967872
crossborder,natural_gas,lng,LNG,ES,Spain,2023-04-12,65330046.685899355
crossborder,natural_gas,lng,LNG,FI,Finland,2023-04-12,151878.37545454546
crossborder,natural_gas,BE,Belgium,FR,France,2023-04-12,8886459.10400335
crossborder,natural_gas,ES,Spain,FR,France,2023-04-12,20177878.25302702
crossborder,natural_gas,NO,Norway,FR,France,2023-04-12,49814358.02246696
crossborder,natural_gas,lng,LNG,FR,France,2023-04-12,61721573.38628118
crossborder,natural_gas,BG,Bulgaria,GR,Greece,2023-04-12,2008369.1203305216
crossborder,natural_gas,AZ,Azerbaijan,GR,Greece,2023-04-13,32786583.497985844
production,natural_gas,HR,Croatia,HR,Croatia,2023-04-11,1432059.7724456915
crossborder,natural_gas,SI,Slovenia,HR,Croatia,2023-04-12,997855.1624989108
crossborder,natural_gas,lng,LNG,HR,Croatia,2023-04-11,7221428.957614496
crossborder,natural_gas,AT,Austria,HU,Hungary,2023-04-13,3537057.4765145523
crossborder,natural_gas,HR,Croatia,HU,Hungary,2023-04-13,2575950.96411618
